u{FEFF}条码/物料编码,名称/物料描述,规格型号,分类/物料组,计量单位,品牌,自定义类别,保质期(天),保质期预警(天),保留小数,状态,标箱折扣系数,货期(天),默认价格,是否标识管理,是否费用化资产
"8000000026","RB-防紫外线三折伞红色","红牛","集团定制","把","","",,,0,"已启用",,,,"否","否"
"8000000025","WH-防紫外线三折伞/2021","战马","集团定制","把","","",,,0,"已启用",,,,"否","否"
"8000000024","WH-四角帐篷","战马","集团定制","顶","","",,,0,"已启用",,,,"否","否"
"8000000023","RB-四角帐篷/2023","红牛","集团定制","顶","","",,,0,"已启用",,,,"否","否"
"8000000022","WH-保温水壶400ML/2022","战马","集团定制","个","","",,,0,"已启用",,,,"否","否"
"8000000021","WH-水滴道旗 (蓝色) /2023","战马","集团定制","个","","",,,0,"已启用",,,,"否","否"
"8000000020","VS-直骨伞/2023","voss","集团定制","把","","",,,0,"已启用",,,,"否","否"
"8000000019","VS-定制极光杯/2023","voss","集团定制","个","","",,,0,"已启用",,,,"否","否"
"8000000018","WH-体脂称/2020","战马","集团定制","个","","",,,0,"已启用",,,,"否","否"
"8000000017","WH-无线充电宝/小米/2020","战马","集团定制","个","","",,,0,"已启用",,,,"否","否"
"8000000016","WH-蓝牙音箱/小米/2020","战马","集团定制","个","","",,,0,"已启用",,,,"否","否"
"8000000015","RB-促销服/帽子/2021","红牛","集团定制","顶","","",,,0,"已启用",,,,"否","否"
"8000000014","RB-业务员双肩背包/2021","红牛","集团定制","个","","",,,0,"已启用",,,,"否","否"
"8000000013","基地开业伴手礼","礼袋装（普通）","集团定制","份","","",,,0,"已启用",,,,"否","否"
"8000000012","基地开业伴手礼","礼袋装（豪华）","集团定制","份","","",,,0,"已启用",,,,"否","否"
"8000000011","台历2025年","普通","集团定制","本","","",,,0,"已启用",,,,"否","否"
"8000000010","笔记本2023","蓝（管理）","集团定制","本","","",,,0,"已启用",,,,"否","否"
"8000000009","笔记本2024","橙","集团定制","本","","",,,0,"已启用",,,,"否","否"
"8000000008","红包2025","2025年","集团定制","个","","",,,0,"已启用",,,,"否","否"
"8000000007","春联2025","2025年","集团定制","个","","",,,0,"已启用",,,,"否","否"
"8000000006","笔记本2025","白","集团定制","本","","",,,0,"已启用",,,,"否","否"
"8000000005","地垫","奥迪公车配套","集团定制","块","","",,,0,"已启用",,,,"否","否"
"8000000004","雨伞","奥迪公车配套","集团定制","把","","",,,0,"已启用",,,,"否","否"
"8000000003","抱枕","奥迪公车配套","集团定制","套","","",,,0,"已启用",,,,"否","否"
"8000000002","玩偶","奥迪公车配套","集团定制","个","","",,,0,"已启用",,,,"否","否"
